Id,OwnerUserId,CreationDate,ParentId,Score,Body
12974,872.0,2008-08-16T03:12:50Z,12870,1,"@Jason Two of the database engines I linked to are implemented entirely in Java and can be embedded in an application just by including a jar file. It's a little heavyweight, sure, but it's a lot more scalable and easier to maintain. Just because there are 20 records today doesn't mean there won't be more later due to changing requirements or feature creep. If in a few weeks or months you decide you want to add, say, time of day watering restrictions, it will be much easier to add that functionality if you're already using a database. Even if that never happens, then you've spent a few hours learning how to embed a database in an application. Embedding a DB in Java doesn't make it easier to maintain.  There's now an additional code dependency that did not previously exist.  Updating the set of schedules is now more difficult, as either a custom tool must be coded or a DB-specific interface must be used, whereas previous notepad.exe was sufficient.  Scalability is not a concern here, either.  The needs of this system could increase by a million and the flat file would still work just fine. Certainly, it's possible that in the future needs will evolve to the point that it's worth moving to a database.  That's when you make the change.  Trying to future-proof an application never works, because we always assume incorrectly about future needs.  We can't say it'll only take a few hours to embed the database either, because we suck at estimating schedules, too.  If there even comes a time when the database is appropriate, then refactor the code to use a database.  In the meantime, do the simplest thing that could possibly work ."
12992,543.0,2008-08-16T04:35:49Z,12870,0,"Does the ""date"" have to be a parameter? If you're just showing the current watering schedule the WateringSchedule class itself can figure out what day it is, and therefore what season it is. Then just have a method which returns a map where the Key is the group letter. Something like: public Map<String,List<String>> getGroupToScheduledDaysMap() {
  // instantiate a date or whatever to decide what Map to return
} Then in the JSP page <c:forEach var=""day"" items=""${scheduler.groupToScheduledDaysMap[""A""]}"">
   ${day}
</c:forEach> If you need to show the schedules for more than one season, you should have a method in the WateringSchedule class that returns a map where Seasons are the keys, and then Maps of groupToScheduledDays are the values."
13003,813.0,2008-08-16T05:23:09Z,13000,5,"Most PHP sites should have a file (I call it a header) that you include on every single page of the site. If you put that first line of code in the header file, then include it like this on every page: include 'header.php'; you won't have to use the global keyword or anything, the second line of code you wrote should work. Edit: Oh sorry, that won't work inside functions... now I see your problem. Edit #2: Ok, take my original advice with the header, but use a define() rather than a variable. Those work inside functions after being included."
13005,834.0,2008-08-16T05:27:22Z,13000,-1,"IIRC a common solution is a plain file that contains your declarations, that you include in every source file, something like ' constants.inc.php '. There you can define a bunch of application-wide variables that are then imported in every file. Still, you have to provide the include directive in every single source file you use. I even saw some projects using this technique to provide localizations for several languages. I'd prefer the gettext way, but maybe this variant is easier to work with for the average user. edit For your problem I recomment the use of $GLOBALS[] , see Example #2 for details. If that's still not applicable, I'd try to digg down PHP5 objects and create a static Singleton that provides needed static constants ( http://www.developer.com/lang/php/article.php/3345121 )"
13006,1448.0,2008-08-16T05:28:04Z,12880,1,"You might also want to check out theinfo by Aaron Swartz. From the site This is a site for large data sets and
  the people who love them: the scrapers
  and crawlers who collect them, the
  academics and geeks who process them,
  the designers and artists who
  visualize them. It's a place where
  they can exchange tips and tricks,
  develop and share tools together, and
  begin to integrate their particular
  projects."
13008,115.0,2008-08-16T05:34:03Z,13000,-1,"Sessions are going to be your best bet, if the data is user specific, else just use a conifg file.
config.php: <?php
$EL = ""\n<br />\n"";
?> Then on each page add require 'config.php' the you will be able to access $EL on that page."
13020,893.0,2008-08-16T05:56:03Z,12880,2,"I've done some work with the Wikimedia download sets, which are huge XML files. Unfortunately, their download server appears to be currently having disk space issues so many of the data sets aren't available. But when it's available, the entire English Wikipedia data set with full history is 2.8 TB (18 GB compressed)."
13037,795.0,2008-08-16T07:37:11Z,12870,3,"Here's one way it could look like, you can figure the rest out: A = new Group();
A.getSeason(Seasons.WINTER).addDay(Days.MONDAY);
A.getSeason(Seasons.SPRING).addDay(Days.TUESDAY).addDay(Days.THURSDAY);
A.getSeason(Seasons.SPRING).addDays(Days.MONDAY, Days.TUESDAY, ...);

schedule = new Schedule();
schedule.addWateringGroup( A );"
13058,868.0,2008-08-16T08:44:31Z,13000,3,Sounds like the job of a constant. See the function define() .
13061,905.0,2008-08-16T08:49:21Z,13060,3,"out means that the parameter will be initialised by the method: int result; //not initialised

if( int.TryParse( ""123"", out result ) )
   //result is now 123
else
   //if TryParse failed result has still be 
   // initialised to its default value (0) ref will force the underlying reference to be passed: void ChangeMyClass1( MyClass input ) {
   input.MyProperty = ""changed by 1"";
   input = null;
   //can't see input anymore ... 
   // I've only nulled my local scope's reference
}

void ChangeMyClass2( ref MyClass input ) {
   input.MyProperty = ""changed by 2"";
   input = null;
   //the passed reference is now null too.
}

MyClass tester = new MyClass { MyProperty = ""initial value"" };

ChangeMyClass1( tester );
// now tester.MyProperty is ""changed by 1""

ChangeMyClass2( ref tester );
// now tester is null"
13065,718.0,2008-08-16T09:13:36Z,13060,1,"This article "" Parameter passing in C# "" is the most complete explanation I've read so far."
13070,46.0,2008-08-16T09:21:35Z,13060,2,"One of my own questions at stackoverflow handles this topic too. It handles about ""pass by reference"" and ""pass by value"" in different types of languages, c# is included so maybe you can find some extra information there as well. Basically it comes down to: ref: the parameter with the ref keyword will be passed by reference out: the parameter with the out keyword will be treated as an output parameter but that's really the most basic answer you can give, as it is a little more complex than it is stated here"
13075,115.0,2008-08-16T09:26:18Z,13000,0,"@svec yes this will, you just have to include the file inside the function also.  This is how most of my software works. function myFunc()
 {
require 'config.php';
//Variables from config are available now.
 }"
13094,1344.0,2008-08-16T11:21:08Z,13000,1,"Are you using PHP5? If you define the __autoload() function and use a class with some constants, you can call them where you need them. The only aggravating thing about this is that you have to type something a little longer, like MyClass::MY_CONST The benefit is that if you ever decide to change the way that you handle new lines, you only have to change it in one place. Of course, a possible negative is that you're calling including an extra function (__autoload()), running that function (when you reference the class), which then loads another file (your class file). That might be more overhead than it's worth. If I may offer a suggestion, it would be avoiding this sort of echoing that requires echoing tags (like <br /> ). If you could set up something a little more template-esque, you could handle the nl's without having to explicitly type them. So instead of echo ""Blah Blah Blah\n<br />\n""; try: <?php
if($condition) {
?>
<p>Blah blah blah
<br />
</p>
<?php
}
?> It just seems to me like calling up classes or including variables within functions as well as out is a lot of work that doesn't need to be done, and, if at all possible, those sorts of situations are best avoided."
13099,304.0,2008-08-16T12:04:54Z,12870,1,"I'm with those that suggest encapsulating function in objects. import java.util.Date;
import java.util.Map;
import java.util.Set;

public class Group {

    private String groupName;

    private Map<Season, Set<Day>> schedule;

    public String getGroupName() {
    	return groupName;
    }

    public void setGroupName(String groupName) {
    	this.groupName = groupName;
    }

    public Map<Season, Set<Day>> getSchedule() {
    	return schedule;
    }

    public void setSchedule(Map<Season, Set<Day>> schedule) {
    	this.schedule = schedule;
    }

    public String getScheduleFor(Date date) {
    	Season now = Season.getSeason(date);
    	Set<Day> days = schedule.get(now);
    	return Day.getDaysForDisplay(days);
    }

} EDIT: Also, your date ranges don't take leap years into account: Our seasons look like this: Summer
  (5-1 to 8-31) Spring (3-1 to 4-30)
  Fall (9-1 to 10-31) Winter (11-1 to
  2-28)"
13100,891.0,2008-08-16T12:06:17Z,13060,19,"By default (in C#), passing an object to a function actually passes a copy of the reference to that object. Changing the parameter itself only changes the value in the parameter, and not the variable that was specified. void Test1(string param)
{
    param = ""new value"";
}

string s1 = ""initial value"";
Test1(s1);
// s1 == ""initial value"" Using out or ref passes a reference to the variable specified in the call to the function. Any changes to the value of an out or ref parameter will be passed back to the caller. Both out and ref behave identically except for one slight difference: ref parameters are required to be initialised before calling, while out parameters can be uninitialised. By extension, ref parameters are guaranteed to be initialised at the start of the method, while out parameters are treated as uninitialised. void Test2(ref string param)
{
    param = ""new value"";
}

void Test3(out string param)
{
    // Use of param here will not compile
    param = ""another value"";
}

string s2 = ""initial value"";
string s3;
Test2(ref s2);
// s2 == ""new value""
// Test2(ref s3); // Passing ref s3 will not compile
Test3(out s2);
// s2 == ""another value""
Test3(out s3);
// s3 == ""another value"" Edit : As dp points out, the difference between out and ref is only enforced by the C# compiler, not by the CLR. As far as I know, VB has no equivalent for out and implements ref (as ByRef ) only, matching the support of the CLR."
13105,748.0,2008-08-16T12:32:38Z,13060,6,"One additional note about ref vs. out: The distinction between the two is enforced by the C# compiler. The CLR does not distinguish between between out and ref. This means that you cannot have two methods whose signatures differ only by an out or ref void foo(int value) {}

// Only one of the following would be allowed

// valid to overload with ref
void foo(ref int value) {}

// OR with out
void foo(out int value) {}"
13164,423.0,2008-08-16T15:04:56Z,13160,2,"It depends on how often you are going to be calling the web service.  If you're going to be calling it almost constantly, it would probably be better to use method #2.  However, if it's not going to be getting called quite so often, you are better off using method #1, and only instantiating it when you need it."
13171,1130097.0,2008-08-16T15:24:19Z,13160,0,"Right now I made a solution for a mobile device and it turns to be used on irregular times, it could be used in 10 minutes, 1 hour, 4 hours its very variable, it seems that the better aproach is the first strategy. Last year we went on a project where we used webservices, the fact is that we instantiated our webservices at the Sub New() procedure and it run it very well, however, sometimes some users claimed at us that they woke up from their chairs and when they returned and tried to continue on the application they received a timeout error message and they had to re-login again. We thougth that maybe that was Ok because maybe the users went out for a very long time out of their seats, but once in a presentation of the application with the CEOs it happened exactly the same scenario and personally I didn't like that behaviour and that's why the question. Thanks for the answer."
13207,1554.0,2008-08-16T16:18:58Z,13170,1,"A ThreadStateException is thrown because you're trying to start a thread that's not in a startable state. The most likely situations would be that it's already running, or that it has fully exited. There are potentially a couple things that might be happening. First is, the thread might have transitioned from Running to StopRequested, which isn't fully stopped yet, so your logic doesn't create a new thread, and you're trying to start a thread which has just finished running or is about to finish running (neither of which is a valid state for restarting). The other possibility is that the thread was aborted. Threads which are aborted go to the Aborted state, not the Stopped state, and of course are also not valid for restarting. Really, the only kind of thread that is still alive that can be ""restarted"" is one that's suspended. You might want to use this conditional instead: if (this.mThread == null || this.mThread.ThreadState != ThreadState.Suspended)"
13212,905.0,2008-08-16T16:23:57Z,13200,0,"CC comes with a utility that warns you when builds fail, it probably isn't worth logging the failing build in FogBugz - you don't need to track issues that are immediately resolved (as most broken builds will be) To go the other way round (FogBugz showing checkins that fixed the issue) you need a web based repository browser - FogBugz is easy to configure so that it shows the right changes."
13214,887.0,2008-08-16T16:25:07Z,13170,6,"It's possible for a thread to be in more than one state at once therefore the ThreadState property is actually a bitmap of possible states. So testing for equality with just one state will not give you the right result. You would need to do something like: if((mThread.ThreadState & ThreadState.Running) != 0) However, checking thread state is the wrong to do anything. I'm not entirely clear what you're trying to achieve but I will guess that you're waiting for a thread to terminate before restarting it. In that case you should do: mThread.Join();
mThread = new Thread(new ParameterizedThreadStart(Monitor));
if(check)
    mThread.Start(60000);
else
    mThread.Start(0); Although if you describe the problem you're trying to solve in more detail I'm almost certain there will be a better solution. Waiting around for a thread to end just to restart it again doesn't seem that efficient to me. Perhaps you just need some kind of inter-thread communication? John."
13221,1407.0,2008-08-16T16:35:18Z,2970,0,"We had been hacked from same guys apparently! Or bots, in our case. They used SQL injection in URL on some old classic ASP sites that nobody maintain anymore. We found attacking IPs and blocked them in IIS. Now we must refactor all old ASP.
So, my advice is to take a look at IIS logs first, to find if problem is in your site's code or server configuration."
13255,267.0,2008-08-16T17:56:47Z,13170,3,"The problem is that you have code that first checks if it should create a new thread object, and another piece of code that determines wether to start the thread object. Due to race conditions and similar things, your code might end up trying to call .Start on an existing thread object. Considering you don't post the details behind the check variable, it's impossible to know what might trigger this behavior. You should reorganize your code so that .Start is guaranteed to only be called on new objects. In short, you should put the Start method into the same if-statement as the one that creates a new thread object. Personally, I would try to reorganize the entire code so that I didn't need to create another thread, but wrap the code inside the thread object inside a loop so that the thread just keeps on going."
13259,1557.0,2008-08-16T18:02:03Z,13200,4,"At my company we've recently adopted the (commercial) Atlassian stack - including JIRA for issue tracking and Bamboo for builds. Much like the Microsoft world (I'm guessing - we're a Java shop), if you get all your products from a single vendor you get the bonus of tight integration. For an example of how they've done interoperability, view their interoperability page . Enough shilling. Generally speaking, I can summarize their general approach as: Create issues in your bug tracker (ex: issue key of PROJ-123). When you commit code, add ""PROJ-123"" to your commit comment to indicate what bug this code change fixes. When your CI server checks out the code, scan the commit comments of the diffs. Record any strings matching the regex of your issue keys. When the build completes, generate a report of what issue keys were found. Specifically to your second problem: Your CI doesn't doesn't have to put anything into your bug tracker. Bamboo doesn't put anything into JIRA. Instead, the Atlassian folks have provided a plugin to JIRA that will make a remote api call into Bamboo, asking the question ""Bamboo, to what builds am I (a JIRA issue) related?"". This is probably best explained with a screenshot ."
13277,1557.0,2008-08-16T18:48:43Z,4080,11,"All of the following we use and integrate easiy in both our Maven 2.x builds and Eclipse/RAD 7: Testing - JUnit/TestNG Code analysis - FindBugs, PMD Code coverage - Clover In addition, in our Maven builds we have: JDepend Tag checker (TODO, FIXME, etc) Furthermore, if you're using Maven 2.x, CodeHaus has a collection of handy Maven plugins in their Mojo project . Note: Clover has out-of-the-box integration with the Bamboo CI server (since they're both Atlassian products). There are also Bamboo plugins for FindBugs, PMD, and CheckStyle but, as noted, the free Hudson CI server has those too."
13318,1472.0,2008-08-16T19:56:45Z,13200,3,"All the CI setups I've worked with send an email (to a list), but if you did wantâespecially if your team uses FogBugz much as a todo systemâyou could just open a case in FogBugz 6. It has an API that lets you open cases. For that matter, you could just configure it to send the email to your FogBugz' email submission address, but the API might let you do more, like assign the case to the last committer. Brian 's answer suggests to me, if your CI finds a failure in a commit that had a case number, you might even just reopen the existing case. Like codifying a case field for every little thing, though, there's a point where the CI automation could be ""too smart,"" get it wrong, and just be annoying. Opening a new case could be plenty. And thanks: this makes me wonder if I should try integrating our Chimps setup with our FogBugz!"
13442,1117.0,2008-08-17T01:01:49Z,13430,3,"I have never tried on Server 2008, but I have installed CruiseControl.NET on Vista which includes IIS 7.0.  I don't remember there being any problems.  You do have an admin background which should help if something does pop up. Just use the CruiseControl.NET wiki to get you thru the install and getting it setup.  That is all I did."
13463,1554.0,2008-08-17T01:39:54Z,13460,8,"Think of source control as a giant ""Undo"" button for your source code. Every time you check in, you're adding a point to which you can roll back. Even if you don't use branching/merging, this feature alone can be very valuable. Additionally, by having one 'authoritative' version of the source control, it becomes much easier to back up. Centralized vs. distributed... the difference is really that in distributed, there isn't necessarily one 'authoritative' version of the source control, although in practice people usually still do have the master tree. The big advantage to distributed source control is two-fold: When you use distributed source control, you have the whole source tree on your local machine. You can commit, create branches, and work pretty much as though you were all alone, and then when you're ready to push up your changes, you can promote them from your machine to the master copy. If you're working ""offline"" a lot, this can be a huge benefit. You don't have to ask anybody's permission to become a distributor of the source control. If person A is running the project, but person B and C want to make changes, and share those changes with each other, it becomes much easier with distributed source control."
13465,1553.0,2008-08-17T01:44:24Z,13460,6,"I recommend checking out the following from Eric Sink: http://www.ericsink.com/scm/source_control.html Having some sort of revision control system in place is probably the most important tool a programmer has for reviewing code changes and understanding who did what to whom. Even for single person projects, it is invaluable to be able to diff current code against previous known working version to understand what might have gone wrong due to a change."
13466,763.0,2008-08-17T01:47:18Z,13460,1,"Even if you don't branch, you may find it useful to use tags to mark releases. Imagine that you rolled out a new version of your software yesterday and have started making major changes for the next version. A user calls you to report a serious bug in yesterday's release. You can't just fix it and copy over the changes from your development trunk because the changes you've just made the whole thing unstable. If you had tagged the release, you could check out a working copy of it and use it to fix the bug. Then, you might choose to create a branch at the tag and check the bug fix into it. That way, you can fix more bugs on that release while you continue to upgrade the trunk. You can also merge those fixes into the trunk so that they'll be present in the next release."
13467,,2008-08-17T01:47:59Z,13460,3,"Here are two articles that are very helpful for understanding the basics. Beyond being informative, Sink's company sells a great source control product called Vault that is free for single users (I am not affiliated in any way with that company). http://www.ericsink.com/scm/source_control.html http://betterexplained.com/articles/a-visual-guide-to-version-control/ Vault info at www.vault.com."
13468,1436.0,2008-08-17T01:51:00Z,13460,1,"The common standard for setting up Subversion is to have three folders under the root of your repository: trunk, branches and tags.  The trunk folder holds your current ""main"" line of development. For many shops and situations, this is all they ever use... just a single working repository of code. The tags folder takes it one step further and allows you to ""checkpoint"" your code at certain points in time. For example, when you release a new build or sometimes even when you simply make a new build, you ""tag"" a copy into this folder. This just allows you to know exactly what your code looked like at that point in time. The branches folder holds different kinds of branches that you might need in special situations. Sometimes a branch is a place to work on experimental feature or features that might take a long time to get stable (therefore you don't want to introduce them into your main line just yet). Other times, a branch might represent the ""production"" copy of your code which can be edited and deployed independently from your main line of code which contains changes intended for a future release. Anyway, this is just one aspect of how to set up your system, but I think giving some thought to this structure is important."
13475,1585.0,2008-08-17T02:18:06Z,13470,2,"I don't think it has any purpose. But because RegEx is almost impossible to understand/decompose, people rarely point out errors. That is probably why no one else pointed it out."
13483,430.0,2008-08-17T02:46:42Z,13470,3,"@ Rob : I disagree.  To enforce what you are asking for I think you would need to use negative-look-behind, which is possible but is certainly not related to use {1}.  Neither version of the regexp address that particular issue. To let the code speak: tibook 0 /home/jj33/swap > cat text
Text this is <http://example.com> text this is
Text this is <http://http://example.com> text this is
tibook 0 /home/jj33/swap > cat p
#!/usr/bin/perl

my $re1 = '((mailto\:|(news|(ht|f)tp(s?))\://){1}\S+)';
my $re2 = '((mailto\:|(news|(ht|f)tp(s?))\://)\S+)';

while (<>) {
  print ""Evaluating: $_"";
  print ""re1 saw \$1 = $1\n"" if (/$re1/);
  print ""re2 saw \$1 = $1\n"" if (/$re2/);
}
tibook 0 /home/jj33/swap > cat text | perl p
Evaluating: Text this is <http://example.com> text this is
re1 saw $1 = <http://example.com>
re2 saw $1 = <http://example.com>
Evaluating: Text this is <http://http://example.com> text this is
re1 saw $1 = <http://http://example.com>
re2 saw $1 = <http://http://example.com>
tibook 0 /home/jj33/swap > So, if there is a difference between the two versions, it's doesn't seem to be the one you suggest."
13484,1199.0,2008-08-17T02:56:56Z,13470,1,"@ Jeff Atwood , your interpretation is a little off - the {1} means match exactly once, but has no effect on the ""capturing"" - the capturing occurs because of the parens - the braces only specify the number of times the pattern must match the source - once, as you say. I agree with @ Marius , even if his answer is a little terse and may come off as being flippant. Regular expressions are tough, if one's not used to using them, and the {1} in the question isn't quite error - in systems that support it, it does mean ""exactly one match"". In this sense, it doesn't really do anything. Unfortunately, contrary to a now-deleted post, it doesn't keep the regexp from matching http:// http://example.org , since the \S+ at the end will match one or more non-whitespace characters, including the http://example.org in http:// http://example.org (verified using Python 2.5, just in case my regexp reading was off). So, the regexp given isn't really the best. I'm not a URL expert, but probably something limiting the appearance of "":""s and ""//""s after the first one would be necessary (but hardly sufficient) to ensure good URLs."
13486,1.0,2008-08-17T02:58:18Z,13470,2,"I don't think the {1} has any valid function in that regex. ( mailto\:|(news|(ht|f)tp(s?))\:// ){1} You should read this as: ""capture the stuff in the parens exactly one time"". But we don't really care about capturing this for use later, eg $1 in the replacement. So it's pointless."
13554,990.0,2008-08-17T07:22:43Z,13540,48,"Your assumption is right, this is the optimal way to do it and it's called upsert/merge . Importance of UPSERT - from sqlservercentral.com : For every update in the case mentioned above we are removing one
  additional read from the table if we
  use the UPSERT instead of EXISTS.
  Unfortunately for an Insert, both the
  UPSERT and IF EXISTS methods use the
  same number of reads on the table.
  Therefore the check for existence
  should only be done when there is a
  very valid reason to justify the
  additional I/O. The optimized way to
  do things is to make sure that you
  have little reads as possible on the
  DB. The best strategy is to attempt the
  update. If no rows are affected by the
  update then insert. In most
  circumstances, the row will already
  exist and only one I/O will be
  required. Edit : 
Please check out this answer and the linked blog post to learn about the problems with this pattern and how to make it work safe."
13555,5.0,2008-08-17T07:24:48Z,13540,5,"MERGE is one of the new features in SQL Server 2008, by the way."
13665,1200.0,2008-08-17T15:10:24Z,13620,38,"Well, as with all ""What might be faster in real life"" questions, you can't beat a real life test. function timeFunc($function, $runs)
{
  $times = array();

  for ($i = 0; $i < $runs; $i++)
  {
    $time = microtime();
    call_user_func($function);
    $times[$i] = microtime() - $time;
  }

  return array_sum($times) / $runs;
}

function Method1()
{ 
  $foo = 'some words';
  for ($i = 0; $i < 10000; $i++)
    $t = ""these are $foo"";
}

function Method2()
{
  $foo = 'some words';
  for ($i = 0; $i < 10000; $i++)
    $t = ""these are {$foo}"";
}

function Method3()
 {
  $foo = 'some words';
  for ($i = 0; $i < 10000; $i++)
    $t = ""these are "" . $foo;
}

print timeFunc('Method1', 10) . ""\n"";
print timeFunc('Method2', 10) . ""\n"";
print timeFunc('Method3', 10) . ""\n""; Give it a few runs to page everything in, then... 0.0035568 0.0035388 0.0025394 So, as expected, the interpolation are virtually identical (noise level differences, probably due to the extra characters the interpolation engine needs to handle). Straight up concatenation is about 66% of the speed, which is no great shock. The interpolation parser will look, find nothing to do, then finish with a simple internal string concat. Even if the concat were expensive, the interpolator will still have to do it, after all the work to parse out the variable and trim/copy up the original string. Updates By Somnath: I added Method4() to above real time logic. function Method4()
 {
  $foo = 'some words';
  for ($i = 0; $i < 10000; $i++)
    $t = 'these are ' . $foo;
}

print timeFunc('Method4', 10) . ""\n"";

Results were:

0.0014739
0.0015574
0.0011955
0.001169 When you are just declaring a string only and no need to parse that string too, then why to confuse PHP debugger to parse. I hope you got my point."
13668,849.0,2008-08-17T15:21:50Z,13550,1,"We use a CASE tool at my current company for code generation and we are trying to move away from it. The benefits that it brings - a graphical representation of the code making components 'easier' to pick up for new developers - are outweighed by the disadvantges in my opinion. Those main disadvantages are: We cannot do automatic merges, making it close to impossible for parallel development on one component. Developers get dependant on the tool and 'forget' how to handcode."
13673,1614.0,2008-08-17T15:32:34Z,13550,0,"Just a couple questions for you: How much productivity do you gain compared to the control that you use?
How testable and reliant is the code you create?
How well can you implement a new pattern into your design? I can't imagine that there is a CASE out there that I could write a test first and then use a CASE to generate the code I need. I'd rather stick to resharper which can easily do my mundane tasks and retain full control of my code."
13680,1532.0,2008-08-17T15:44:57Z,13620,16,"@Adam's test used ""these are "" . $foo note that the following is even faster: 'these are ' . $foo; this is due to the fact, that a double quoted ""string"" gets evaluated, where a single quoted 'string' is just taken as is..."
13716,1430.0,2008-08-17T16:52:00Z,12890,0,I've been toying with composite indexes and have seen some real benefits...maybe I'll setup some tests to see if that can save me here..at least for a little longer.
13759,1600.0,2008-08-17T17:38:12Z,13430,4,"What Dale Ragan said; it installed flawlessly on our Windows Server 2008 machine, including the Dashboard running on IIS 7. Just give it a shot; should work fine."
13905,1635.0,2008-08-17T20:23:44Z,2630,0,"ls (Get-ChildItem)
rm (Remove-Item)
ps (Get-Process) and the rest of my familiar commands that now ""just work"" :) but seriously... New-Object would have to get my vote.  With it, powershell can do ANYTHING :)"
13978,,2008-08-17T22:17:46Z,13550,0,"The project I'm on originally went w/ the Oracle Development Suite to put together a web application. Over time (5+ years), customer requirements became more complex than originally anticipated, and the screens were not easily maintainable. So, the team informally decided to start doing custom (hand coded) screens in web PL/SQL, instead of generating them using the Oracle Development Suite CASE tools (Oracle Designer). The Oracle Report Builder component of the Development Suite is still being used by the team, as it seems to ""get the job done"" in a timely fashion. In general, the developers using the Report Builder tool are not very comfortable coding. In this case, it seems that the productivity aspect of such CASE tools is heavily dependent on customer requirements and developer skill sets/training/background."
14045,380.0,2008-08-18T00:24:24Z,14040,5,"There should always be some developer testing. If a developer is producing too many bugs, then he/she is wasting time later on fixing those bugs. It is important that the developers don't develop the attitude which says, oh well if I leave a bug, it will be caught and I will get a chance to fix it. We try to keep a threshold for bugs produced. If this threshold is crossed during testing then the developer is answerable for it. It is up to you to decide what this threshold is (for us it can vary from project to project). Also, all unit testing is done by the developers."
14047,1646.0,2008-08-18T00:26:17Z,14040,4,"I have only been in the industry for a year, but in my experience dev's are responsible for unit testing their features, while QA is responsible for testing scenarios.  QA would also be expected to test any boundry conditions."
14053,1042.0,2008-08-18T00:32:30Z,14040,0,"Here are some ways that developer testing is the most efficient / highest payoff: Developer modifies a shared library while working on a feature - dev has insight into possible side effects that QA / validation don't Developer is unsure of performance of library call and writes a unit test Developer discovers path of use case not considered in spec that code must support, writes code, updates spec, writes test It's arguable how much test duty should be carried out by the dev in the third example, but I argue that it's most efficient for the dev because all of the related minutiae from many layers of documentation and code are already in her short-term memory. This perfect storm may not be attainable by a tester after the fact. Are we talking about QA or validation? I think of QA along the lines of inspection checklists, code standards enforcement, UI guidelines, etc. If we're talking validation, it doesn't make sense for devs to spend a lot of time authoring and executing formal test cases, but devs must provide all of the rationale and design documentation needed to author good tests."
14070,958.0,2008-08-18T01:08:58Z,14040,17,"It's the difference between ""black box"" testing (where you know what the code is supposed to do, but not how it works), and ""white box"" testing (where knowing how it works drives how you test it). ""Black box"" testing is what most people think of when you mention Quality Assurance. I work for a company where the QA team are also software developers.  (That narrows the field a lot if you care to guess the company.)  I know Joel's opinion, and my experience leads me to partially disagree: for the same reason that a ""white hat"" hacker is more effective finding security holes, certain kinds of errors are more effectively found by white box testers who know how to write code (and therefore what the common mistakes are - for example, resource management issues like memory leaks). Also, since QA-oriented developers are part of the process from the initial design phase, they can theoretically help to drive higher-quality code throughout the process.  Ideally, for each developer working on the project with a mental focus on functionality, you have an opposing developer with a mental focus on breaking the code (and thus making it better). Seen in that light, it's less a matter of using developers for testers than it is kind of disconnected pair-programming where one developer has an emphasis on controlling quality. On the other hand, a lot of testing (such as basic UI functionality) frankly doesn't need that kind of skill.  That's where Joel has a point. For many businesses, I could see a system where programming teams trade off code review and testing duties for each others' code.  Members of the Business Logic team, for example, could spend an occasional tour testing and reviewing code for the UI team, and vice-versa.  That way you're not ""wasting"" developer talent on full-time testing, but you are gaining the advantages of exposing the code to (hopefully) expert scrutiny and punishment.  Then, a more traditional QA team can take up the ""black box"" testing."
14218,1659.0,2008-08-18T05:35:21Z,4170,-1,Another way of getting a command object is to call connection.CreateCommand() . That way you shouldn't have to set the Connection property on the command object.
14259,1695.0,2008-08-18T06:46:35Z,14040,3,"I'm pasting my answer to a question on our internal forum. If you have an hour or so.. take a listen to Mary Poppendieck's Competing on the basis of Speed video. Recommended Note(By Testers - I refer to the QA Team) Developer / Unit tests _ = __ Usability testing & Exploratory testing '================================================================== Acceptance / Customer tests = __ Property testing Imagine that to be a square with four quadrants. :) The left half should be automated. Developer tests verify that the code works as the coder wanted it to.
  Tools: NUnit / xUnit / whatever home-made tool Customer tests verify that the code works as the customer wanted it to.
The tests should be very easy to write, shouldn't require the customer to learn .NET/Java. Else the customer wont write those tests (although he may require some help of a developer). Fit for example uses HTML tables that can be written in Word.
Tools: FIT
Regression tools also lie here. Record-replay. The right half better utilizes the time & effort of good testers. e.g. No automated test can tell you whether X dialog is usable. Humans are better at this than machines. Usability. Try to Break the System down,( catch unhandled failure scenarios, enter null values ). Basically catch things that the developer missed. Property testing again requires humans. Here you check customer mandated properties that are required by your system. e.g. Performance - does your search dialog meet the 2 sec response time ? Security- can someone hack into this System ? etc. Availability - is your system online 99.99% of the time ? Testers shouldn't be spending time executing test-plans on the left half. That is the developers responsibility to ensure that the code works as the customer and the developer intended it to. The testers can infact help the customer formulate the acceptance tests.."
14311,1630.0,2008-08-18T08:09:23Z,14310,4,"There's a simple solution. Assuming your (non-display) textures are 1024x1024 and you are restricted to a 256x256 window/display. unsigned int WIN_WIDTH = 256;
unsigned int WIN_HEIGHT = WIN_WIDTH;
unsigned int TEX_WIDTH = 1024;
unsigned int TEX_HEIGHT = TEX_WIDTH; Use the window size to create your OpenGL window: glutInitWindowSize(WIN_WIDTH, WIN_HEIGHT); But, use the texture size for everything else: glViewport(0, 0, TEX_WIDTH, TEX_HEIGHT);
gluOrtho2D(0.0, TEX_WIDTH, 0.0, TEX_HEIGHT);
glTexCoord2i(TEX_WIDTH, TEX_HEIGHT);"
14313,615.0,2008-08-18T08:10:30Z,14300,23,"Drop into a cmd instance (or indeed PowerShell itself) and type this: powershell -? You'll see that powershell.exe has a ""-noexit"" parameter which tells it not to exit after executing a ""startup command""."
14331,1630.0,2008-08-18T08:27:43Z,14330,14,"I found one possible solution in the Color FAQ . The luminance component Y (from the CIE XYZ system ) captures what is most perceived by humans as color in one channel. So, use those coefficients: mono = (0.2125 * color.r) + (0.7154 * color.g) + (0.0721 * color.b);"
